FIPS Code,State/Area,Year,Month,Civilian_Noninst_Pop,Labor_Force,Employed,Unemployed,Unemployment_Rate
37,Los Angeles County,1990,7,"6,731,963","4,512,464","4,253,062","259,402",5.7
8,Colorado,1990,7,"2,479,843","1,774,428","1,682,747","91,681",5.2
9,Connecticut,1990,7,"2,577,242","1,821,020","1,731,003","90,017",4.9
10,Delaware,1990,7,"512,532","357,709","344,418","13,291",3.7
11,District of Columbia,1990,7,"489,559","332,092","312,364","19,728",5.9
12,Florida,1990,7,"10,232,487","6,497,192","6,094,509","402,683",6.2
13,Georgia,1990,7,"4,875,076","3,295,706","3,119,394","176,312",5.3
15,Hawaii,1990,7,"811,918","551,195","536,806","14,389",2.6
16,Idaho,1990,7,"727,001","492,139","464,592","27,547",5.6
17,Illinois,1990,7,"8,707,742","5,916,503","5,543,253","373,250",6.3
18,Indiana,1990,7,"4,197,972","2,797,792","2,659,425","138,367",4.9
19,Iowa,1990,7,"2,090,297","1,452,717","1,388,974","63,743",4.4
20,Kansas,1990,7,"1,825,083","1,273,842","1,220,016","53,826",4.2
21,Kentucky,1990,7,"2,805,348","1,752,642","1,649,421","103,221",5.9
22,Louisiana,1990,7,"3,085,149","1,864,122","1,750,597","113,525",6.1
23,Maine,1990,7,"941,838","632,853","600,196","32,657",5.2
24,Maryland,1990,7,"3,688,773","2,577,752","2,467,184","110,568",4.3
25,Massachusetts,1990,7,"4,722,930","3,242,506","3,036,188","206,318",6.4
26,Michigan,1990,7,"7,017,898","4,617,093","4,272,813","344,280",7.5
27,Minnesota,1990,7,"3,271,795","2,398,333","2,286,713","111,620",4.7
28,Mississippi,1990,7,"1,903,713","1,174,601","1,088,314","86,287",7.3
29,Missouri,1990,7,"3,866,071","2,603,009","2,453,326","149,683",5.8
30,Montana,1990,7,"594,764","398,906","374,814","24,092",6
31,Nebraska,1990,7,"1,163,706","824,987","805,785","19,202",2.3
32,Nevada,1990,7,"934,479","669,162","638,230","30,932",4.6
33,New Hampshire,1990,7,"850,670","623,645","590,673","32,972",5.3
34,New Jersey,1990,7,"6,057,248","4,066,289","3,864,571","201,718",5
35,New Mexico,1990,7,"1,116,486","711,771","665,442","46,329",6.5
36,New York,1990,7,"14,100,566","8,854,042","8,398,147","455,895",5.1
51000,New York city,1990,7,"5,860,410","3,348,852","3,126,176","222,676",6.6
37,North Carolina,1990,7,"5,099,410","3,479,830","3,339,627","140,203",4
38,North Dakota,1990,7,"465,504","316,709","303,636","13,073",4.1
39,Ohio,1990,7,"8,248,506","5,401,920","5,098,550","303,370",5.6
40,Oklahoma,1990,7,"2,344,322","1,519,352","1,440,974","78,378",5.2
41,Oregon,1990,7,"2,188,893","1,500,356","1,418,341","82,015",5.5
42,Pennsylvania,1990,7,"9,216,270","5,800,458","5,487,972","312,486",5.4
44,Rhode Island,1990,7,"778,418","524,148","490,936","33,212",6.3
45,South Carolina,1990,7,"2,615,846","1,742,206","1,657,655","84,551",4.9
46,South Dakota,1990,7,"500,622","349,181","336,472","12,709",3.6
47,Tennessee,1990,7,"3,770,166","2,400,673","2,274,113","126,560",5.3
48,Texas,1990,7,"12,586,209","8,611,478","8,067,965","543,513",6.3
49,Utah,1990,7,"1,161,139","819,709","784,525","35,184",4.3
50,Vermont,1990,7,"430,171","307,048","292,610","14,438",4.7
51,Virginia,1990,7,"4,657,894","3,236,563","3,095,088","141,475",4.4
53,Washington,1990,7,"3,666,702","2,525,341","2,399,909","125,432",5
54,West Virginia,1990,7,"1,401,135","768,944","703,736","65,208",8.5
55,Wisconsin,1990,7,"3,673,188","2,594,571","2,484,695","109,876",4.2
56,Wyoming,1990,7,"329,150","236,920","225,119","11,801",5
1,Alabama,1990,8,"3,083,417","1,908,217","1,777,844","130,373",6.8
2,Alaska,1990,8,"370,931","271,404","251,753","19,651",7.2
4,Arizona,1990,8,"2,777,270","1,796,824","1,702,721","94,103",5.2
5,Arkansas,1990,8,"1,785,294","1,130,231","1,052,617","77,614",6.9
6,California,1990,8,"22,594,732","15,158,685","14,264,802","893,883",5.9
37,Los Angeles County,1990,8,"6,731,372","4,496,827","4,230,179","266,648",5.9
8,Colorado,1990,8,"2,485,820","1,779,014","1,687,432","91,582",5.1
9,Connecticut,1990,8,"2,576,705","1,821,616","1,729,053","92,563",5.1
10,Delaware,1990,8,"513,609","357,185","343,342","13,843",3.9
11,District of Columbia,1990,8,"488,925","330,392","310,084","20,308",6.1
12,Florida,1990,8,"10,254,842","6,506,195","6,094,027","412,168",6.3
13,Georgia,1990,8,"4,883,087","3,300,026","3,120,389","179,637",5.4
15,Hawaii,1990,8,"813,049","552,708","538,446","14,262",2.6
16,Idaho,1990,8,"729,001","492,218","464,434","27,784",5.6
17,Illinois,1990,8,"8,712,991","5,920,570","5,542,191","378,379",6.4
18,Indiana,1990,8,"4,201,539","2,799,745","2,660,886","138,859",5
19,Iowa,1990,8,"2,091,625","1,455,634","1,391,150","64,484",4.4
20,Kansas,1990,8,"1,825,095","1,275,592","1,220,628","54,964",4.3
21,Kentucky,1990,8,"2,807,398","1,752,941","1,647,468","105,473",6
22,Louisiana,1990,8,"3,086,170","1,868,633","1,751,042","117,591",6.3
23,Maine,1990,8,"941,815","632,761","598,199","34,562",5.5
24,Maryland,1990,8,"3,691,597","2,580,624","2,464,203","116,421",4.5
25,Massachusetts,1990,8,"4,719,921","3,240,732","3,026,667","214,065",6.6
26,Michigan,1990,8,"7,022,598","4,613,031","4,264,309","348,722",7.6
27,Minnesota,1990,8,"3,274,480","2,403,735","2,290,396","113,339",4.7
28,Mississippi,1990,8,"1,904,815","1,175,648","1,087,486","88,162",7.5
29,Missouri,1990,8,"3,868,652","2,608,341","2,452,604","155,737",6
30,Montana,1990,8,"595,730","398,874","374,285","24,589",6.2
31,Nebraska,1990,8,"1,163,950","825,514","806,164","19,350",2.3
32,Nevada,1990,8,"940,405","672,174","640,205","31,969",4.8
33,New Hampshire,1990,8,"850,766","623,855","590,040","33,815",5.4
34,New Jersey,1990,8,"6,059,426","4,069,473","3,860,359","209,114",5.1
35,New Mexico,1990,8,"1,118,698","712,534","665,330","47,204",6.6
36,New York,1990,8,"14,099,647","8,842,225","8,375,109","467,116",5.3
51000,New York city,1990,8,"5,859,540","3,338,853","3,111,036","227,817",6.8
37,North Carolina,1990,8,"5,107,897","3,482,239","3,334,842","147,397",4.2
38,North Dakota,1990,8,"465,576","316,830","303,636","13,194",4.2
39,Ohio,1990,8,"8,253,435","5,407,835","5,100,984","306,851",5.7
40,Oklahoma,1990,8,"2,346,510","1,519,286","1,438,400","80,886",5.3
41,Oregon,1990,8,"2,194,164","1,504,997","1,421,061","83,936",5.6
42,Pennsylvania,1990,8,"9,219,880","5,800,373","5,479,850","320,523",5.5
44,Rhode Island,1990,8,"778,906","523,897","490,098","33,799",6.5
45,South Carolina,1990,8,"2,620,824","1,743,865","1,657,852","86,013",4.9
46,South Dakota,1990,8,"500,711","349,499","336,782","12,717",3.6
47,Tennessee,1990,8,"3,774,761","2,399,623","2,271,008","128,615",5.4
48,Texas,1990,8,"12,605,811","8,624,978","8,075,798","549,180",6.4
49,Utah,1990,8,"1,164,587","821,867","786,618","35,249",4.3
50,Vermont,1990,8,"430,195","306,688","291,785","14,903",4.9
51,Virginia,1990,8,"4,663,021","3,245,232","3,097,319","147,913",4.6
53,Washington,1990,8,"3,674,946","2,525,486","2,400,407","125,079",5
54,West Virginia,1990,8,"1,402,012","770,210","702,706","67,504",8.8
55,Wisconsin,1990,8,"3,677,644","2,598,565","2,485,528","113,037",4.3
56,Wyoming,1990,8,"329,172","236,837","224,972","11,865",5
1,Alabama,1990,9,"3,087,219","1,909,249","1,777,113","132,136",6.9
2,Alaska,1990,9,"371,922","272,074","252,279","19,795",7.3
4,Arizona,1990,9,"2,785,054","1,798,189","1,704,785","93,404",5.2
5,Arkansas,1990,9,"1,787,706","1,131,052","1,052,207","78,845",7
6,California,1990,9,"22,614,824","15,150,606","14,221,998","928,608",6.1
37,Los Angeles County,1990,9,"6,731,881","4,479,930","4,204,270","275,660",6.2
8,Colorado,1990,9,"2,490,798","1,783,283","1,691,993","91,290",5.1
9,Connecticut,1990,9,"2,576,168","1,821,793","1,726,473","95,320",5.2
10,Delaware,1990,9,"513,685","361,928","342,185","19,743",5.5
11,District of Columbia,1990,9,"487,290","328,758","307,868","20,890",6.4
12,Florida,1990,9,"10,279,197","6,512,651","6,090,336","422,315",6.5
13,Georgia,1990,9,"4,893,098","3,303,135","3,120,330","182,805",5.5
15,Hawaii,1990,9,"814,180","554,493","540,392","14,101",2.5
16,Idaho,1990,9,"731,001","492,729","464,535","28,194",5.7
17,Illinois,1990,9,"8,719,240","5,925,124","5,543,548","381,576",6.4
18,Indiana,1990,9,"4,206,106","2,802,742","2,662,142","140,600",5
19,Iowa,1990,9,"2,092,953","1,457,887","1,392,448","65,439",4.5
20,Kansas,1990,9,"1,826,106","1,277,140","1,220,879","56,261",4.4
21,Kentucky,1990,9,"2,809,448","1,753,446","1,645,165","108,281",6.2
22,Louisiana,1990,9,"3,088,192","1,873,507","1,751,550","121,957",6.5
23,Maine,1990,9,"942,791","632,988","596,198","36,790",5.8
24,Maryland,1990,9,"3,694,422","2,582,620","2,460,650","121,970",4.7
25,Massachusetts,1990,9,"4,717,911","3,236,268","3,013,745","222,523",6.9
26,Michigan,1990,9,"7,029,298","4,606,563","4,252,163","354,400",7.7
27,Minnesota,1990,9,"3,278,166","2,408,689","2,293,699","114,990",4.8
28,Mississippi,1990,9,"1,905,917","1,177,675","1,087,153","90,522",7.7
29,Missouri,1990,9,"3,871,234","2,614,058","2,451,739","162,319",6.2
30,Montana,1990,9,"595,696","399,073","373,922","25,151",6.3
31,Nebraska,1990,9,"1,165,194","826,284","806,717","19,567",2.4
32,Nevada,1990,9,"946,331","675,063","641,962","33,101",4.9
33,New Hampshire,1990,9,"850,862","623,964","589,168","34,796",5.6
34,New Jersey,1990,9,"6,061,604","4,071,431","3,853,479","217,952",5.4
35,New Mexico,1990,9,"1,120,910","713,229","664,963","48,266",6.8
36,New York,1990,9,"14,101,728","8,827,378","8,345,814","481,564",5.5
51000,New York city,1990,9,"5,859,570","3,328,943","3,095,272","233,671",7
37,North Carolina,1990,9,"5,117,384","3,486,374","3,330,617","155,757",4.5
38,North Dakota,1990,9,"465,648","316,890","303,655","13,235",4.2
39,Ohio,1990,9,"8,258,364","5,414,247","5,102,932","311,315",5.7
40,Oklahoma,1990,9,"2,348,699","1,519,182","1,435,252","83,930",5.5
41,Oregon,1990,9,"2,199,434","1,507,875","1,422,594","85,281",5.7
42,Pennsylvania,1990,9,"9,225,490","5,803,411","5,473,307","330,104",5.7
44,Rhode Island,1990,9,"778,394","523,470","489,141","34,329",6.6
45,South Carolina,1990,9,"2,624,802","1,744,749","1,657,153","87,596",5
46,South Dakota,1990,9,"501,799","349,763","337,079","12,684",3.6
47,Tennessee,1990,9,"3,779,356","2,399,079","2,267,637","131,442",5.5
48,Texas,1990,9,"12,627,412","8,639,220","8,082,803","556,417",6.4
49,Utah,1990,9,"1,169,036","823,958","788,463","35,495",4.3
50,Vermont,1990,9,"431,219","306,401","290,962","15,439",5
51,Virginia,1990,9,"4,668,149","3,253,567","3,099,067","154,500",4.7
53,Washington,1990,9,"3,684,189","2,525,856","2,399,533","126,323",5
54,West Virginia,1990,9,"1,402,888","771,492","701,608","69,884",9.1
55,Wisconsin,1990,9,"3,682,099","2,602,993","2,486,384","116,609",4.5
56,Wyoming,1990,9,"330,193","236,784","224,810","11,974",5.1
1,Alabama,1990,10,"3,090,021","1,910,838","1,776,913","133,925",7
2,Alaska,1990,10,"372,914","272,516","252,526","19,990",7.3
4,Arizona,1990,10,"2,792,838","1,797,525","1,704,892","92,633",5.2
5,Arkansas,1990,10,"1,789,118","1,131,679","1,051,456","80,223",7.1
6,California,1990,10,"22,634,915","15,141,585","14,174,446","967,139",6.4
37,Los Angeles County,1990,10,"6,732,290","4,464,255","4,178,229","286,026",6.4
8,Colorado,1990,10,"2,496,775","1,786,978","1,695,885","91,093",5.1
9,Connecticut,1990,10,"2,576,631","1,821,843","1,723,558","98,285",5.4
10,Delaware,1990,10,"514,761","362,964","341,085","21,879",6
11,District of Columbia,1990,10,"486,656","326,976","305,576","21,400",6.5
12,Florida,1990,10,"10,303,552","6,513,762","6,081,503","432,259",6.6
13,Georgia,1990,10,"4,903,109","3,304,687","3,119,005","185,682",5.6
15,Hawaii,1990,10,"815,312","556,475","542,488","13,987",2.5
16,Idaho,1990,10,"734,001","493,791","464,896","28,895",5.9
17,Illinois,1990,10,"8,725,489","5,929,209","5,545,918","383,291",6.5
18,Indiana,1990,10,"4,210,674","2,805,202","2,660,690","144,512",5.2
19,Iowa,1990,10,"2,094,281","1,459,038","1,392,418","66,620",4.6
20,Kansas,1990,10,"1,827,118","1,278,517","1,220,801","57,716",4.5
21,Kentucky,1990,10,"2,812,498","1,754,153","1,642,183","111,970",6.4
22,Louisiana,1990,10,"3,089,213","1,878,203","1,752,042","126,161",6.7
23,Maine,1990,10,"942,768","634,042","594,571","39,471",6.2
24,Maryland,1990,10,"3,698,247","2,584,403","2,456,531","127,872",4.9
25,Massachusetts,1990,10,"4,716,901","3,228,460","2,996,817","231,643",7.2
26,Michigan,1990,10,"7,034,998","4,600,120","4,237,334","362,786",7.9
27,Minnesota,1990,10,"3,281,851","2,412,513","2,295,752","116,761",4.8
28,Mississippi,1990,10,"1,907,019","1,180,524","1,087,283","93,241",7.9
29,Missouri,1990,10,"3,874,816","2,619,386","2,450,873","168,513",6.4
30,Montana,1990,10,"596,663","399,423","373,620","25,803",6.5
31,Nebraska,1990,10,"1,166,438","827,368","807,513","19,855",2.4
32,Nevada,1990,10,"952,256","677,803","643,474","34,329",5.1
33,New Hampshire,1990,10,"850,957","623,898","587,978","35,920",5.8
34,New Jersey,1990,10,"6,064,782","4,070,772","3,843,115","227,657",5.6
35,New Mexico,1990,10,"1,123,122","713,953","664,534","49,419",6.9
36,New York,1990,10,"14,103,809","8,809,893","8,310,905","498,988",5.7
51000,New York city,1990,10,"5,859,500","3,318,514","3,079,014","239,500",7.2
37,North Carolina,1990,10,"5,126,871","3,491,810","3,326,353","165,457",4.7
38,North Dakota,1990,10,"465,720","316,914","303,695","13,219",4.2
39,Ohio,1990,10,"8,264,294","5,419,522","5,101,590","317,932",5.9
40,Oklahoma,1990,10,"2,349,888","1,518,705","1,431,564","87,141",5.7
41,Oregon,1990,10,"2,204,705","1,508,734","1,422,847","85,887",5.7
42,Pennsylvania,1990,10,"9,230,100","5,808,158","5,466,529","341,629",5.9
44,Rhode Island,1990,10,"778,883","523,315","488,144","35,171",6.7
45,South Carolina,1990,10,"2,629,780","1,745,295","1,655,686","89,609",5.1
46,South Dakota,1990,10,"501,888","350,006","337,370","12,636",3.6
47,Tennessee,1990,10,"3,784,951","2,399,490","2,264,011","135,479",5.6
48,Texas,1990,10,"12,648,014","8,652,417","8,088,034","564,383",6.5
49,Utah,1990,10,"1,172,484","826,033","790,028","36,005",4.4
50,Vermont,1990,10,"431,244","306,162","290,165","15,997",5.2
51,Virginia,1990,10,"4,674,276","3,261,078","3,099,686","161,392",4.9
53,Washington,1990,10,"3,693,432","2,526,431","2,397,203","129,228",5.1
54,West Virginia,1990,10,"1,403,765","772,798","700,590","72,208",9.3
55,Wisconsin,1990,10,"3,686,555","2,607,728","2,486,402","121,326",4.7
56,Wyoming,1990,10,"330,215","236,717","224,639","12,078",5.1
1,Alabama,1990,11,"3,093,823","1,912,839","1,777,357","135,482",7.1
2,Alaska,1990,11,"373,905","272,785","252,536","20,249",7.4
4,Arizona,1990,11,"2,799,622","1,795,318","1,703,828","91,490",5.1
5,Arkansas,1990,11,"1,791,530","1,132,115","1,050,565","81,550",7.2
6,California,1990,11,"22,653,007","15,133,320","14,126,733","1,006,587",6.7
37,Los Angeles County,1990,11,"6,731,999","4,451,964","4,155,448","296,516",6.7
8,Colorado,1990,11,"2,501,753","1,789,892","1,698,879","91,013",5.1
9,Connecticut,1990,11,"2,576,094","1,822,155","1,720,942","101,213",5.6
10,Delaware,1990,11,"515,837","363,023","340,209","22,814",6.3
11,District of Columbia,1990,11,"486,022","324,989","303,213","21,776",6.7
12,Florida,1990,11,"10,326,907","6,509,135","6,068,329","440,806",6.8
13,Georgia,1990,11,"4,912,120","3,305,333","3,117,601","187,732",5.7
15,Hawaii,1990,11,"817,443","558,485","544,498","13,987",2.5
16,Idaho,1990,11,"736,001","495,445","465,617","29,828",6
17,Illinois,1990,11,"8,731,738","5,932,864","5,548,725","384,139",6.5
18,Indiana,1990,11,"4,215,241","2,806,904","2,656,612","150,292",5.4
19,Iowa,1990,11,"2,095,609","1,459,429","1,391,649","67,780",4.6
20,Kansas,1990,11,"1,828,130","1,279,846","1,220,808","59,038",4.6
21,Kentucky,1990,11,"2,814,548","1,755,300","1,638,906","116,394",6.6
22,Louisiana,1990,11,"3,090,234","1,882,564","1,752,937","129,627",6.9
23,Maine,1990,11,"942,745","636,162","593,526","42,636",6.7
24,Maryland,1990,11,"3,701,071","2,587,027","2,452,787","134,240",5.2
25,Massachusetts,1990,11,"4,713,891","3,218,213","2,977,442","240,771",7.5
26,Michigan,1990,11,"7,039,697","4,596,850","4,222,009","374,841",8.2
27,Minnesota,1990,11,"3,285,536","2,415,457","2,296,720","118,737",4.9
28,Mississippi,1990,11,"1,908,121","1,183,742","1,087,814","95,928",8.1
29,Missouri,1990,11,"3,877,397","2,624,074","2,450,690","173,384",6.6
30,Montana,1990,11,"597,629","399,920","373,352","26,568",6.6
31,Nebraska,1990,11,"1,167,681","828,828","808,712","20,116",2.4
32,Nevada,1990,11,"958,182","680,562","644,935","35,627",5.2
33,New Hampshire,1990,11,"850,053","623,655","586,546","37,109",6
34,New Jersey,1990,11,"6,065,961","4,068,063","3,830,937","237,126",5.8
35,New Mexico,1990,11,"1,124,335","714,843","664,294","50,549",7.1
36,New York,1990,11,"14,104,890","8,792,538","8,273,763","518,775",5.9
51000,New York city,1990,11,"5,858,830","3,308,252","3,063,166","245,086",7.4
37,North Carolina,1990,11,"5,135,358","3,498,465","3,322,302","176,163",5
38,North Dakota,1990,11,"464,792","316,979","303,794","13,185",4.2
39,Ohio,1990,11,"8,269,223","5,423,676","5,096,945","326,731",6
40,Oklahoma,1990,11,"2,352,077","1,517,889","1,428,067","89,822",5.9
41,Oregon,1990,11,"2,209,975","1,508,366","1,422,212","86,154",5.7
42,Pennsylvania,1990,11,"9,234,710","5,814,060","5,459,489","354,571",6.1
44,Rhode Island,1990,11,"779,371","523,717","487,203","36,514",7
45,South Carolina,1990,11,"2,633,758","1,746,277","1,654,272","92,005",5.3
46,South Dakota,1990,11,"502,977","350,322","337,742","12,580",3.6
47,Tennessee,1990,11,"3,789,546","2,401,035","2,260,493","140,542",5.9
48,Texas,1990,11,"12,667,615","8,665,404","8,092,841","572,563",6.6
49,Utah,1990,11,"1,175,933","828,259","791,548","36,711",4.4
50,Vermont,1990,11,"431,268","305,991","289,453","16,538",5.4
51,Virginia,1990,11,"4,678,404","3,268,135","3,099,831","168,304",5.1
53,Washington,1990,11,"3,701,675","2,527,746","2,394,295","133,451",5.3
54,West Virginia,1990,11,"1,404,641","774,179","699,898","74,281",9.6
55,Wisconsin,1990,11,"3,691,010","2,612,870","2,485,601","127,269",4.9
56,Wyoming,1990,11,"330,236","236,629","224,513","12,116",5.1
1,Alabama,1990,12,"3,096,625","1,915,065","1,778,346","136,719",7.1
2,Alaska,1990,12,"374,897","273,068","252,530","20,538",7.5
4,Arizona,1990,12,"2,807,405","1,792,274","1,702,393","89,881",5
5,Arkansas,1990,12,"1,792,941","1,132,330","1,049,672","82,658",7.3
6,California,1990,12,"22,669,098","15,126,566","14,082,456","1,044,110",6.9
37,Los Angeles County,1990,12,"6,731,208","4,443,412","4,137,033","306,379",6.9
8,Colorado,1990,12,"2,507,730","1,791,976","1,700,926","91,050",5.1
9,Connecticut,1990,12,"2,575,557","1,822,941","1,718,995","103,946",5.7
10,Delaware,1990,12,"515,913","362,932","339,641","23,291",6.4
11,District of Columbia,1990,12,"485,387","323,794","301,738","22,056",6.8
12,Florida,1990,12,"10,349,263","6,500,580","6,052,798","447,782",6.9
13,Georgia,1990,12,"4,920,130","3,306,010","3,117,320","188,690",5.7
15,Hawaii,1990,12,"818,574","560,139","546,068","14,071",2.5
16,Idaho,1990,12,"738,002","497,540","466,708","30,832",6.2
17,Illinois,1990,12,"8,735,987","5,935,407","5,550,669","384,738",6.5
18,Indiana,1990,12,"4,218,809","2,808,008","2,651,441","156,567",5.6
19,Iowa,1990,12,"2,096,937","1,459,681","1,390,990","68,691",4.7
20,Kansas,1990,12,"1,829,142","1,281,155","1,221,154","60,001",4.7
21,Kentucky,1990,12,"2,815,597","1,757,251","1,636,189","121,062",6.9
22,Louisiana,1990,12,"3,091,256","1,886,616","1,754,374","132,242",7
23,Maine,1990,12,"943,722","639,031","592,911","46,120",7.2
24,Maryland,1990,12,"3,703,896","2,591,093","2,450,334","140,759",5.4
25,Massachusetts,1990,12,"4,711,881","3,206,849","2,957,488","249,361",7.8
26,Michigan,1990,12,"7,044,397","4,597,571","4,207,752","389,819",8.5
27,Minnesota,1990,12,"3,289,221","2,417,780","2,296,934","120,846",5
28,Mississippi,1990,12,"1,909,223","1,186,776","1,088,497","98,279",8.3
29,Missouri,1990,12,"3,878,979","2,628,097","2,451,436","176,661",6.7
30,Montana,1990,12,"597,595","400,460","373,110","27,350",6.8
31,Nebraska,1990,12,"1,167,925","830,607","810,263","20,344",2.4
32,Nevada,1990,12,"964,107","683,460","646,533","36,927",5.4
33,New Hampshire,1990,12,"850,149","623,284","585,005","38,279",6.1
34,New Jersey,1990,12,"6,067,139","4,064,663","3,819,122","245,541",6
35,New Mexico,1990,12,"1,126,547","715,952","664,381","51,571",7.2
36,New York,1990,12,"14,103,971","8,777,521","8,236,980","540,541",6.2
51000,New York city,1990,12,"5,857,760","3,298,367","3,047,455","250,912",7.6
37,North Carolina,1990,12,"5,142,845","3,505,592","3,318,782","186,810",5.3
38,North Dakota,1990,12,"464,864","317,059","303,871","13,188",4.2
39,Ohio,1990,12,"8,273,153","5,425,835","5,089,671","336,164",6.2
40,Oklahoma,1990,12,"2,353,265","1,516,939","1,425,415","91,524",6
41,Oregon,1990,12,"2,214,246","1,507,421","1,421,020","86,401",5.7
42,Pennsylvania,1990,12,"9,238,320","5,820,519","5,452,711","367,808",6.3
44,Rhode Island,1990,12,"778,859","524,517","486,323","38,194",7.3
45,South Carolina,1990,12,"2,638,736","1,748,009","1,653,563","94,446",5.4
46,South Dakota,1990,12,"503,066","350,759","338,241","12,518",3.6
47,Tennessee,1990,12,"3,794,141","2,403,021","2,257,357","145,664",6.1
48,Texas,1990,12,"12,687,216","8,678,172","8,097,912","580,260",6.7
49,Utah,1990,12,"1,179,381","830,692","793,245","37,447",4.5
50,Vermont,1990,12,"431,292","305,863","288,837","17,026",5.6
51,Virginia,1990,12,"4,683,532","3,275,009","3,100,358","174,651",5.3
53,Washington,1990,12,"3,709,918","2,530,134","2,391,948","138,186",5.5
54,West Virginia,1990,12,"1,404,518","775,501","699,511","75,990",9.8
55,Wisconsin,1990,12,"3,695,466","2,618,005","2,484,064","133,941",5.1
56,Wyoming,1990,12,"331,258","236,536","224,472","12,064",5.1
1,Alabama,1991,1,"3,099,427","1,917,535","1,779,517","138,018",7.2
2,Alaska,1991,1,"375,888","273,423","252,522","20,901",7.6
4,Arizona,1991,1,"2,814,189","1,789,402","1,700,897","88,505",4.9
5,Arkansas,1991,1,"1,794,353","1,132,368","1,048,764","83,604",7.4
6,California,1991,1,"22,684,190","15,121,927","14,041,881","1,080,046",7.1
37,Los Angeles County,1991,1,"6,730,417","4,438,017","4,121,726","316,291",7.1
8,Colorado,1991,1,"2,512,708","1,793,588","1,702,179","91,409",5.1
9,Connecticut,1991,1,"2,575,020","1,824,241","1,717,520","106,721",5.9
10,Delaware,1991,1,"516,989","362,868","339,352","23,516",6.5
11,District of Columbia,1991,1,"484,753","320,238","297,870","22,368",7
12,Florida,1991,1,"10,371,618","6,491,296","6,036,418","454,878",7
13,Georgia,1991,1,"4,929,141","3,307,396","3,118,417","188,979",5.7
15,Hawaii,1991,1,"819,705","561,226","546,983","14,243",2.5
16,Idaho,1991,1,"740,002","499,758","468,000","31,758",6.4
17,Illinois,1991,1,"8,741,236","5,936,684","5,549,549","387,135",6.5
18,Indiana,1991,1,"4,222,376","2,808,766","2,646,324","162,442",5.8
19,Iowa,1991,1,"2,098,265","1,460,375","1,390,903","69,472",4.8
20,Kansas,1991,1,"1,829,154","1,282,339","1,221,724","60,615",4.7
21,Kentucky,1991,1,"2,817,647","1,759,934","1,634,422","125,512",7.1
22,Louisiana,1991,1,"3,092,277","1,890,423","1,755,975","134,448",7.1
23,Maine,1991,1,"943,699","641,836","592,306","49,530",7.7
24,Maryland,1991,1,"3,705,721","2,596,437","2,449,339","147,098",5.7
25,Massachusetts,1991,1,"4,708,871","3,196,148","2,938,421","257,727",8.1
26,Michigan,1991,1,"7,049,097","4,601,408","4,194,712","406,696",8.8
27,Minnesota,1991,1,"3,291,906","2,419,834","2,296,678","123,156",5.1
28,Mississippi,1991,1,"1,910,325","1,189,463","1,088,957","100,506",8.4
29,Missouri,1991,1,"3,881,560","2,631,542","2,452,633","178,909",6.8
30,Montana,1991,1,"598,561","400,870","372,821","28,049",7
31,Nebraska,1991,1,"1,169,169","832,478","811,812","20,666",2.5
32,Nevada,1991,1,"970,033","686,491","648,293","38,198",5.6
33,New Hampshire,1991,1,"849,244","622,836","583,459","39,377",6.3
34,New Jersey,1991,1,"6,069,317","4,061,618","3,808,593","253,025",6.2
35,New Mexico,1991,1,"1,128,759","717,150","664,673","52,477",7.3
36,New York,1991,1,"14,103,051","8,773,727","8,209,122","564,605",6.4
51000,New York city,1991,1,"5,856,690","3,296,182","3,038,244","257,938",7.8
37,North Carolina,1991,1,"5,151,332","3,511,558","3,315,313","196,245",5.6
38,North Dakota,1991,1,"464,936","317,112","303,808","13,304",4.2
39,Ohio,1991,1,"8,277,082","5,425,137","5,080,073","345,064",6.4
40,Oklahoma,1991,1,"2,355,454","1,515,882","1,423,576","92,306",6.1
41,Oregon,1991,1,"2,219,516","1,506,643","1,419,756","86,887",5.8
42,Pennsylvania,1991,1,"9,241,930","5,826,866","5,445,933","380,933",6.5
44,Rhode Island,1991,1,"779,347","525,458","485,422","40,036",7.6
45,South Carolina,1991,1,"2,642,714","1,750,393","1,653,420","96,973",5.5
46,South Dakota,1991,1,"503,155","351,291","338,798","12,493",3.6
47,Tennessee,1991,1,"3,798,736","2,404,969","2,254,660","150,309",6.2
48,Texas,1991,1,"12,705,818","8,690,383","8,102,754","587,629",6.8
49,Utah,1991,1,"1,182,829","833,289","795,116","38,173",4.6
50,Vermont,1991,1,"431,317","305,745","288,284","17,461",5.7
51,Virginia,1991,1,"4,687,659","3,281,933","3,101,633","180,300",5.5
53,Washington,1991,1,"3,718,162","2,533,467","2,390,665","142,802",5.6
54,West Virginia,1991,1,"1,405,394","776,664","699,191","77,473",10
55,Wisconsin,1991,1,"3,698,921","2,622,474","2,481,785","140,689",5.4
56,Wyoming,1991,1,"331,279","236,455","224,499","11,956",5.1
1,Alabama,1991,2,"3,101,229","1,920,462","1,780,932","139,530",7.3
2,Alaska,1991,2,"376,879","273,867","252,497","21,370",7.8
4,Arizona,1991,2,"2,820,973","1,788,056","1,700,010","88,046",4.9
5,Arkansas,1991,2,"1,795,765","1,132,439","1,048,078","84,361",7.4
6,California,1991,2,"22,696,281","15,120,868","14,007,246","1,113,622",7.4
37,Los Angeles County,1991,2,"6,728,326","4,435,945","4,109,325","326,620",7.4
